Gender,10percentage,12percentage,Specialization,collegeGPA,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary
m,84.2,87.4,electronics and electrical engineering,77,Tamil Nadu,2010,305,435,295,0.229481755,445,266,-1,-1,-1,-1,-1,0.8192,0.5008,0.8171,-0.6428,-0.1295,570000
m,78.2,72.6,computer engineering,77,Orissa,2010,575,455,545,0.635978756,445,333,-1,-1,-1,-1,-1,-0.881,0.5008,0.0914,0.1798,-0.1295,680000
m,88,90,electronics and computer engineering,73.14,Andhra Pradesh,2014,500,495,665,0.991230625,535,-1,592,-1,-1,-1,-1,-0.159,0.2124,0.4711,1.0333,1.4386,300000
m,66,65,electronics & telecommunications,57,Maharashtra,2013,250,425,415,0.538386893,345,333,-1,-1,-1,286,-1,-0.5719,-1.3713,-0.8157,-0.5253,-1.8673,180000
m,73,62.12,computer science & engineering,53,Karnataka,2014,500,460,510,0.622642916,-1,-1,407,-1,-1,-1,-1,-2.1698,-0.1206,-0.2974,-0.1076,0.0973,200000
m,88,89.66,electronics and communication engineering,76.4,Kerala,2012,510,640,635,0.124502074,-1,233,-1,-1,-1,-1,-1,0.3941,1.2808,0.2366,-2.1998,-0.4455,200000
m,79,69.6,computer engineering,72,Rajasthan,2011,475,515,545,0.600057182,435,-1,-1,-1,-1,-1,-1,-0.5719,-0.5913,-1.5051,-1.4653,-1.5513,435000
m,80.33,66.2,information technology,67.6,Haryana,2014,395,520,500,0.23780284,495,-1,315,-1,-1,-1,-1,0.4155,0.7119,0.7785,0.0192,0.2889,240000
m,50,56,electronics and communication engineering,62.15,Telangana,2013,405,330,210,0.376059587,305,300,253,-1,-1,286,-1,-0.159,-0.1206,0.3174,0.0192,0.2889,190000
f,90.83,95.1,civil engineering,84.01,Andhra Pradesh,2012,525,455,605,0.962217011,-1,-1,-1,366,-1,-1,500,-0.7651,-0.4353,-1.6502,1.3255,-0.4455,300000
f,85,92.3,electronics and communication engineering,67.56,Andhra Pradesh,2011,525,575,525,0.694479328,375,366,-1,-1,-1,-1,-1,0.2009,0.3448,-0.4891,0.2973,0.1864,360000
m,86.09,71.08,electronics and communication engineering,82.19,Tamil Nadu,2012,455,495,435,0.124502074,-1,233,-1,-1,-1,286,-1,-0.7264,0.1888,0.3817,1.1199,0.4234,275000
f,86.4,83.2,electronics & telecommunications,74.25,Chhattisgarh,2012,615,605,680,0.943272158,-1,452,407,-1,-1,-1,-1,-1.0208,-0.2871,-0.2974,1.4136,0.8637,230000
m,84,77.4,electronics and instrumentation engineering,72.3,Uttar Pradesh,2014,425,445,505,0.88162007,-1,420,-1,-1,-1,-1,-1,1.2828,0.1888,-1.3599,2.0599,-0.2875,200000
m,85.3,88.3,computer science & engineering,85,Tamil Nadu,2014,370,375,325,0.356536488,315,-1,346,-1,-1,-1,-1,1.8517,1.5444,0.3174,0.3995,0.6721,300000
m,82,81.2,computer science & engineering,71.67,Delhi,2013,580,640,870,0.622642916,625,-1,407,-1,-1,-1,-1,-0.5899,1.0449,0.3174,-1.2486,0.8637,350000
m,84.83,78.43,computer science & engineering,70.66,Uttar Pradesh,2014,570,540,655,0.952245573,585,-1,-1,-1,-1,-1,-1,0.7027,1.0449,1.547,-1.6289,-0.6692,785000
m,86,84,electronics and communication engineering,81,Karnataka,2012,415,475,535,0.229481755,-1,266,-1,-1,-1,-1,-1,1.1283,1.5928,1.3977,1.0024,-1.1169,460000
m,87.8,85.4,electronics and communication engineering,69.3,Rajasthan,2011,555,615,715,0.694479328,-1,366,-1,-1,-1,340,-1,0.6646,0.9688,0.9623,-1.1128,0.5024,365000
f,83.66,89.4,electronics and communication engineering,74.77,Telangana,2014,535,540,485,0.493596387,365,324,-1,-1,-1,-1,-1,0.5591,1.0449,0.01,0.3995,1.0554,200000
f,74.6,74.6,computer engineering,66,Uttar Pradesh,2012,455,345,515,0.3423149,365,-1,-1,-1,-1,-1,-1,0.0464,0.6568,0.0914,1.82493,-0.2875,150000
m,86,62.6,electronics and communication engineering,65.12,Gujarat,2014,500,450,400,0.493596387,-1,324,-1,-1,-1,-1,-1,0.4155,0.2124,1.2396,-1.2486,-0.0943,300000
m,74,79.8,electronics and electrical engineering,93.3,Karnataka,2013,500,560,720,0.758379883,-1,-1,-1,-1,473,-1,-1,-0.3027,0.0459,-1.6807,0.0192,-0.6692,460000
f,70,70,civil engineering,65,Himachal Pradesh,2014,475,455,415,0.679644641,-1,-1,-1,-1,-1,-1,388,-0.0154,1.2114,1.3933,-0.8682,1.6302,110000
f,72.8,65.6,electronics and electrical engineering,70,Orissa,2013,545,470,380,0.112139438,355,228,-1,-1,-1,-1,-1,1.2772,0.7119,0.7785,-1.1218,0.6721,240000
f,91.8,89.6,electronics and electrical engineering,84.3,Tamil Nadu,2012,725,595,605,0.538386893,475,333,-1,-1,-1,-1,-1,-1.2287,1.2808,-1.9405,1.76613,0.1864,305000
m,62,62,information technology,63,Madhya Pradesh,2011,475,395,415,0.190153406,315,-1,-1,-1,-1,-1,-1,0.0464,1.1248,0.0914,-0.8778,-0.1295,350000
m,71.6,71,electronics and electrical engineering,60.38,Maharashtra,2010,465,395,595,0.824666401,415,400,-1,-1,-1,-1,-1,-2.1175,-1.3713,-2.6662,1.4724,0.0284,240000
m,82.25,76.83,electronics and electrical engineering,82.5,Orissa,2014,545,460,510,0.115022726,-1,292,-1,-1,292,-1,-1,0.99,0.2124,0.3174,0.1459,-0.0943,310000
f,82.4,69.16,information technology,84,Uttar Pradesh,2014,615,470,470,0.744758354,365,-1,438,-1,-1,-1,-1,0.5591,1.3779,1.2396,-0.995,0.2889,335000
f,82,73,electrical engineering,63,Uttarakhand,2011,485,355,555,-1,-1,-1,-1,-1,-1,-1,-1,0.0464,-0.2793,-0.344,-0.1727,-0.4455,430000
f,82,83,electronics and communication engineering,76.3,Telangana,2013,275,390,340,0.229481755,214,266,-1,-1,-1,286,-1,0.99,1.2114,0.4711,-0.2344,0.2889,300000
m,88.66,94.1,electronics and communication engineering,84.78,Andhra Pradesh,2014,545,625,750,-1,475,-1,438,-1,-1,-1,-1,0.8463,0.2124,-0.9122,-2.3895,-1.4356,100000
m,84.5,74,electronics and communication engineering,79.8,West Bengal,2013,535,590,605,0.338786347,365,292,-1,-1,-1,-1,-1,0.5591,-0.1206,0.6248,0.9066,-0.6692,300000
m,82,76,computer engineering,67,Haryana,2012,710,655,500,0.843123727,515,-1,-1,-1,-1,-1,-1,1.4208,0.3789,-0.2974,-0.6147,0.4805,285000
m,71.6,72.8,computer engineering,65.1,Uttar Pradesh,2014,510,410,250,0.622642916,395,-1,407,-1,-1,-1,-1,1.2772,1.3779,1.0859,0.3995,0.0973,90000
f,66.5,49.5,computer application,89.7,Orissa,2011,505,505,485,0.916869961,555,-1,-1,-1,-1,-1,-1,-1.0355,0.0328,-2.2308,1.0024,0.3444,60000
m,61.57,54.33,information technology,79.6,Madhya Pradesh,2014,325,470,465,0.23780284,405,-1,315,-1,-1,-1,-1,0.1282,0.2124,0.4711,0.0192,1.247,200000
m,86,85.8,electronics and communication engineering,72.14,Delhi,2013,465,450,650,0.0587928,475,200,407,-1,-1,-1,-1,-0.0154,0.7119,0.7785,-0.2344,-1.244,340000
m,67,82.6,electronics and electrical engineering,67.96,Telangana,2012,395,435,405,0.824666401,215,400,-1,-1,-1,-1,-1,0.51,0.5008,-1.3599,-0.8778,0.3049,45000
m,90,96.3,computer engineering,72,Telangana,2011,735,695,655,0.864685413,525,-1,-1,-1,-1,-1,-1,0.2009,0.0328,-1.2148,-1.4653,-1.2354,870000
m,85.4,80.2,computer engineering,88.1,Jammu and Kashmir,2011,415,565,595,0.704090412,465,-1,-1,-1,-1,-1,-1,0.6646,0.6568,0.2366,-0.7603,0.0284,495000
m,78.2,67,information technology,64.27,Karnataka,2012,515,555,505,0.635978756,445,-1,-1,-1,-1,-1,-1,-1.6924,0.3448,0.3817,0.00353,-0.9194,440000
m,73.6,72,computer science & engineering,85.8,Orissa,2014,500,565,475,0.622642916,665,-1,407,-1,-1,-1,-1,-0.0154,1.0449,1.7007,-0.4879,0.4805,350000
m,86.14,76,electronics & telecommunications,62.9,Maharashtra,2014,755,610,650,0.783303537,-1,388,-1,-1,-1,-1,-1,-1.7389,0.0459,-0.7585,1.5404,0.4805,325000
m,86.4,82.8,mechanical engineering,71.74,Uttar Pradesh,2013,605,585,750,0.654107475,-1,-1,-1,420,-1,-1,-1,0.7027,0.3789,0.3174,-0.8682,-1.6273,380000
m,87.33,85.4,electronics and communication engineering,64,Telangana,2010,405,485,445,0.694479328,305,366,-1,-1,-1,-1,-1,-0.881,-2.7754,1.1074,-0.1727,-0.1295,130000
m,74.88,82.55,computer science & engineering,80,Karnataka,2014,500,480,500,0.356536488,465,-1,346,-1,-1,-1,-1,0.1282,0.0459,1.2396,1.0333,0.6721,300000
m,89.33,80.4,electronics and communication engineering,66.49,Delhi,2010,635,685,735,0.649389715,665,356,-1,-1,-1,-1,-1,1.4208,1.2114,1.7007,-1.7556,0.2889,1200000
f,88.3,83.5,computer engineering,69.76,Maharashtra,2014,535,595,515,0.968237496,605,-1,-1,-1,-1,-1,-1,-0.3027,0.3789,-0.2974,-0.3612,0.4805,200000
f,91,88,electronics and communication engineering,84.4,Karnataka,2012,535,425,595,0.229481755,-1,266,-1,-1,-1,-1,-1,0.51,0.5008,0.3817,-1.1128,-0.5245,375000
f,81,70,computer science & engineering,68,Uttar Pradesh,2014,525,505,465,0.486747008,315,-1,376,-1,-1,-1,-1,0.8463,0.0459,0.6248,-0.995,1.0554,300000
f,73.2,86.5,electronics and electrical engineering,83.7,Tamil Nadu,2014,405,545,515,0.444617717,-1,196,-1,-1,393,-1,-1,-0.5899,-0.4536,-1.527,-1.1218,-0.6692,60000
m,64,70,electrical engineering,66.7,West Bengal,2010,465,195,555,0.960603252,235,466,-1,-1,-1,-1,-1,-2.272,-2.7754,-1.6502,0.4148,-2.3412,150000
f,74.5,79.5,computer engineering,70.1,Tamil Nadu,2010,465,315,325,0.450876584,395,-1,-1,-1,-1,-1,-1,0.2009,-2.3073,0.3817,-0.6428,-0.1295,150000
m,68.14,65.8,electronics and communication engineering,75.6,Madhya Pradesh,2014,560,460,405,0.88162007,285,420,-1,-1,-1,-1,-1,-0.3027,-0.1206,0.9322,-0.4879,-1.244,325000
m,81,71,computer engineering,68,Rajasthan,2011,575,544,524,0.864685413,525,-1,-1,-1,-1,-1,-1,0.0464,0.3448,-1.0697,-0.1727,0.0284,350000
m,67.72,67.25,computer engineering,80.06,Tamil Nadu,2012,370,415,180,0.488347977,405,-1,-1,-1,-1,-1,-1,-0.3027,0.7119,0.3174,1.2869,1.0554,185000
m,85.33,89,electronics and communication engineering,77.07,Telangana,2013,560,520,535,0.649389715,335,356,-1,-1,-1,-1,-1,0.2718,1.0449,0.4711,0.2727,1.0554,315000
m,87.58,82.71,computer application,77.36,Tamil Nadu,2010,475,575,535,0.525922584,415,-1,-1,-1,-1,-1,-1,-0.5719,-0.1232,-0.0537,0.0623,-0.6035,185000
m,88.6,82.6,electronics & instrumentation eng,84.9,Orissa,2010,485,585,565,0.694479328,454,366,-1,-1,-1,-1,-1,1.1283,0.3448,0.2366,-0.1727,1.2923,650000
f,89,97.6,computer engineering,80,Andhra Pradesh,2012,505,495,525,0.735795709,475,-1,-1,-1,-1,-1,-1,0.1623,0.8128,0.2366,-0.0846,-0.7615,375000
m,87.4,76,electronics and communication engineering,79,Tamil Nadu,2012,505,405,425,0.229481755,305,266,-1,-1,-1,366,-1,-1.4992,-1.0203,0.2729,-1.7004,-1.8673,400000
m,68,62.8,computer engineering,70.1,Uttar Pradesh,2010,435,425,494,0.377551419,375,-1,-1,-1,-1,-1,-1,1.4374,-0.5913,1.1074,-0.0552,0.8183,180000
m,56,75,computer application,71,Tamil Nadu,2014,325,385,285,0.486747008,465,-1,376,-1,-1,-1,-1,0.4155,0.3789,0.7785,-1.3753,1.247,60000
m,88.2,83.58,mechanical engineering,74.48,Tamil Nadu,2014,395,395,330,0.45901584,-1,-1,-1,376,-1,-1,-1,0.5591,-1.9521,-0.1437,0.7798,-1.244,100000
m,88.5,88.16,information technology,80,Tamil Nadu,2010,495,465,345,0.563267824,425,-1,-1,-1,-1,-1,-1,0.2009,1.4368,0.672,-0.4078,-0.6035,460000
m,87.52,74.5,computer science & engineering,72.78,Karnataka,2014,580,475,270,0.744758354,475,-1,438,-1,-1,-1,-1,1.4208,0.5454,0.6248,-2.136,0.4805,310000
m,63.5,66,mechanical engineering,63,Uttar Pradesh,2013,455,475,375,0.27350033,-1,-1,-1,332,-1,-1,-1,0.51,0.5008,0.8171,1.2374,0.1864,144000
m,62.5,63.83,computer engineering,62.58,Uttar Pradesh,2012,505,505,405,0.276047228,345,-1,-1,-1,-1,-1,-1,0.3941,-0.5913,-0.7794,-0.43717,-2.0253,230000
m,84,90.3,mechanical engineering,81,Telangana,2012,405,465,565,0.490636956,415,-1,-1,383,-1,-1,-1,0.9737,-0.3183,-0.9245,0.88483,-0.6035,500000
f,82.2,76,computer science & engineering,76.62,Punjab,2014,450,450,365,0.356536488,395,-1,346,-1,-1,-1,-1,1.8517,1.3779,0.01,-0.995,1.0554,180000
f,76,77,information technology,76.13,Madhya Pradesh,2013,500,545,605,0.884122512,535,-1,-1,-1,-1,-1,-1,0.1282,0.3789,-0.2974,-0.1076,-1.0524,300000
f,81.03,70,information technology,72,Haryana,2012,510,535,620,0.622642916,555,-1,407,-1,-1,-1,-1,-0.7335,0.5454,0.3174,-1.6289,0.0973,90000
m,88.4,74.6,computer science & engineering,78.52,Uttar Pradesh,2014,630,580,535,0.486747008,485,-1,376,-1,-1,-1,-1,-0.3027,-1.6191,-2.1418,-0.4879,-0.4776,325000
m,88.76,85.2,computer engineering,78.16,Chhattisgarh,2013,615,555,765,0.930370607,565,-1,-1,-1,-1,-1,-1,0.1282,-0.2871,0.4711,-1.3753,-0.6692,510000
f,87.5,93.6,information technology,70.22,Telangana,2014,380,460,555,0.486747008,365,-1,376,-1,-1,-1,-1,0.4155,0.5454,0.9322,-0.8682,-0.0943,300000
m,70,75,computer science & engineering,68,Karnataka,2014,440,585,560,0.911395278,535,-1,500,-1,-1,-1,-1,0.2718,0.3789,1.0859,-1.3753,0.4805,325000
m,69.4,61.2,computer engineering,78.8,Uttarakhand,2012,395,565,655,0.884122512,535,-1,-1,-1,-1,-1,-1,-1.3447,-0.7473,-0.9245,0.41483,-0.8799,700000
m,77,67,information technology,68.3,Tamil Nadu,2011,335,465,305,0.413838256,385,266,-1,260,-1,-1,260,0.6646,1.2808,1.9782,2.6475,1.2923,100000
m,54.4,59,electronics and communication engineering,56,Rajasthan,2010,485,395,475,0.538386893,-1,333,-1,-1,-1,-1,-1,0.0464,0.6568,0.2366,-0.0552,0.5024,170000
m,63.33,72.15,computer science & engineering,66,Rajasthan,2013,440,505,440,0.622642916,485,-1,407,-1,-1,-1,-1,-0.4463,0.5454,-0.7585,0.2727,-0.4776,100000
m,70.33,72,electronics and electrical engineering,67.46,Uttar Pradesh,2011,305,395,404,0.0587928,315,200,-1,-1,-1,286,-1,0.8192,-1.0593,0.3817,1.3549,1.4502,130000
m,92.8,91.83,information technology,70.9,Tamil Nadu,2014,595,480,645,0.942116551,575,-1,-1,-1,-1,-1,-1,-0.3027,0.7119,0.01,-0.3612,0.0973,220000
m,76,86,electronics and communication engineering,65.78,Uttar Pradesh,2013,415,340,500,0.824666401,325,400,315,-1,-1,-1,-1,0.7027,0.5454,0.9322,0.0192,-1.244,120000
f,78,70.1,electronics and communication engineering,68.2,Haryana,2011,415,595,495,0.694479328,-1,366,-1,-1,-1,-1,-1,0.8192,-0.0842,-0.598,-0.6428,-0.6035,240000
m,62,60.2,information technology,68.3,Maharashtra,2013,500,580,380,0.486747008,485,-1,376,-1,-1,-1,-1,0.7027,-0.2871,1.0859,-1.3753,0.2889,240000
m,85,81.1,computer engineering,70.1,Karnataka,2012,645,554,655,0.81941653,505,-1,-1,-1,-1,-1,-1,-0.4173,1.2808,-0.1988,1.8543,0.6603,410000
m,77.8,74.2,computer engineering,72.7,Tamil Nadu,2012,405,510,545,0.864685413,525,-1,-1,-1,-1,-1,-1,-0.0154,0.8784,1.2396,1.5404,1.6302,140000
m,73.4,68,mechanical engineering,76.83,Uttar Pradesh,2014,475,525,515,0.45901584,-1,-1,-1,376,-1,-1,-1,-0.5899,-0.6201,0.7785,-0.6147,0.0973,325000
f,90.01,82.83,information science engineering,76,Karnataka,2014,465,370,450,0.842248322,445,-1,469,-1,-1,-1,-1,1.7081,0.7119,0.3174,-0.995,0.2889,200000
m,65,75.6,information technology,62,Tamil Nadu,2013,350,480,465,0.450876584,395,-1,-1,-1,-1,-1,-1,-2.7443,-2.4516,-2.4491,-0.6147,-3.735,105000
f,82,74.4,information technology,72.34,Haryana,2012,570,570,620,0.843123727,515,-1,-1,-1,-1,-1,-1,-0.0154,1.2114,0.3174,-0.8682,-0.2859,180000
f,50.6,82.8,computer engineering,69.16,Telangana,2012,385,355,345,0.3423149,365,-1,-1,-1,-1,-1,-1,-0.4173,0.1888,-0.1988,0.88483,-0.1295,115000
f,82,78,electronics and communication engineering,62,Uttar Pradesh,2013,580,435,455,0.0587928,-1,200,-1,-1,-1,-1,-1,-0.1082,-0.2012,-0.0537,-0.8778,0.1864,215000
f,81.6,72,information technology,73.84,Uttar Pradesh,2012,495,615,435,0.735795709,475,-1,-1,-1,-1,-1,-1,0.51,-0.4353,-0.6343,0.00353,0.5024,120000
m,85.4,68.6,electronics and communication engineering,73.75,Delhi,2012,545,525,615,0.998680246,-1,566,-1,-1,-1,-1,-1,0.9737,-0.1232,-1.0697,-0.05527,-0.643,250000
f,74.4,69.7,electronics and communication engineering,70.8,Uttar Pradesh,2012,475,445,405,0.824666401,-1,400,-1,-1,-1,340,-1,0.51,0.1498,-0.8157,-0.40777,0.5024,440000
m,68.4,69.4,electronics and communication engineering,76,West Bengal,2013,455,570,620,-1,465,-1,315,-1,-1,-1,-1,0.8463,-0.2871,-0.9122,-0.8682,-0.0943,180000
m,86.8,63.6,computer science & engineering,85.2,West Bengal,2014,570,495,740,0.996744487,635,-1,623,-1,-1,-1,-1,0.2718,0.7119,-1.2196,1.1601,0.2889,315000
m,66.16,58.4,information technology,65.9,Uttar Pradesh,2013,575,505,565,0.81941653,505,-1,-1,-1,-1,-1,-1,1.9011,0.2668,0.3817,-0.9953,0.3444,320000
f,71,70,computer engineering,74,Haryana,2011,495,635,375,-1,-1,-1,-1,-1,-1,-1,-1,-1.6924,1.1248,-1.2148,1.0611,-0.1295,265000
m,78.93,70.8,electronics and communication engineering,65,Uttar Pradesh,2013,385,375,575,0.824666401,395,400,-1,-1,-1,366,-1,-0.5719,0.5008,-0.6343,0.4148,-0.169,240000
m,84,84,information technology,66,Tamil Nadu,2013,475,375,390,0.486747008,385,-1,376,-1,-1,-1,-1,1.2772,1.7109,1.7007,-2.136,0.4805,180000
m,89.6,95.2,computer science & engineering,79.37,Andhra Pradesh,2013,405,510,650,0.735795709,475,-1,-1,-1,-1,-1,-1,0.5591,-0.2871,-1.527,-0.6147,-2.0105,350000
m,80,81,computer engineering,77.8,West Bengal,2012,435,565,635,0.765673581,485,-1,-1,-1,-1,-1,-1,-0.3014,0.8128,-0.9245,-1.05407,0.5024,335000
m,85.73,70,computer science & engineering,56.5,Maharashtra,2014,510,375,585,0.622642916,395,-1,407,-1,-1,-1,-1,0.99,1.7109,1.0859,0.1459,0.8637,300000
m,85.5,92.5,information technology,68.17,Telangana,2012,675,670,680,0.994050872,675,-1,-1,-1,-1,-1,-1,0.9737,0.8518,-0.7068,-0.9953,-0.6035,495000
m,94.6,91.2,electronics & telecommunications,80,Madhya Pradesh,2014,555,495,870,-1,755,-1,-1,-1,-1,-1,-1,1.5644,0.8784,2.008,-2.643,1.4386,320000
f,74,84.4,electrical engineering,74.49,Andhra Pradesh,2011,545,525,615,0.444617717,435,356,-1,-1,393,-1,-1,-0.1082,-0.5913,-0.9245,0.2973,-0.6035,180000
m,64.48,52.34,electronics & telecommunications,63,Karnataka,2012,455,365,495,0.124502074,-1,233,-1,-1,-1,286,-1,1.1283,-0.1232,0.0914,0.2973,-0.5245,110000
m,88.2,78.2,control and instrumentation engineering,82.1,Orissa,2014,630,555,520,-1,425,292,-1,-1,-1,-1,-1,0.99,1.5444,-0.4511,-1.3753,-0.8608,305000
m,75.8,61.6,computer engineering,65,Chhattisgarh,2012,395,500,605,0.765673581,485,-1,-1,-1,-1,-1,-1,0.8192,0.9688,1.2525,0.0623,-0.0506,325000
f,88,91,electronics & instrumentation eng,64.95,Andhra Pradesh,2010,505,685,464,0.124502074,435,233,-1,-1,-1,-1,-1,0.2009,0.6568,-0.9245,-1.2303,0.1864,250000
f,81.2,76.3,computer application,99,Maharashtra,2012,405,385,485,0.600057182,435,-1,-1,-1,-1,-1,-1,-0.1082,0.5008,-0.1626,1.1199,-0.9194,370000
f,72,77.86,electronics and communication engineering,71,Uttar Pradesh,2013,515,440,505,0.493596387,345,324,-1,-1,-1,-1,-1,0.4155,-0.9531,-1.3733,0.0192,-0.2859,165000
f,78,71,computer application,85,Orissa,2014,455,470,440,0.622642916,455,-1,407,-1,-1,-1,-1,-1.7389,-3.6171,-1.9408,-0.3612,-5.686,200000
m,52,65,information technology,67.68,Uttar Pradesh,2012,425,365,275,0.074546265,255,-1,-1,-1,-1,-1,-1,-0.1855,-0.2793,-1.0697,0.7086,-1.0774,230000
m,77.4,73.4,computer engineering,70.8,Delhi,2012,465,445,425,0.793580615,495,-1,-1,-1,-1,-1,-1,-0.2628,-0.7473,-1.7954,-1.1128,0.8183,400000
m,62,75,mechanical engineering,70,Uttar Pradesh,2011,445,445,615,0.535862819,-1,-1,-1,393,-1,-1,-1,-0.5719,0.8128,-0.6343,-0.8778,-0.1295,500000
m,62,62,computer engineering,74,Uttar Pradesh,2010,525,615,605,0.635978756,445,-1,-1,-1,-1,-1,-1,0.0464,-0.4353,0.0914,0.1798,-0.4455,480000
m,80.58,80.22,mechanical engineering,86.1,Punjab,2011,495,375,545,0.945134856,-1,-1,-1,526,-1,-1,-1,-0.4173,0.0328,1.3977,-2.2879,1.1343,810000
m,88,72.6,chemical engineering,58.86,Maharashtra,2013,695,475,605,0.879915203,-1,-1,-1,-1,-1,-1,-1,0.4155,0.5454,1.3933,-0.995,0.6721,200000
f,88.8,76.8,electronics and communication engineering,75,Delhi,2012,615,670,765,0.910770164,-1,433,-1,-1,-1,-1,-1,-0.5719,0.8128,-0.9245,0.0623,0.0679,360000
m,76.5,81.8,computer science & engineering,76.4,Delhi,2014,380,645,620,0.991230625,675,-1,592,-1,-1,-1,-1,0.5591,1.0449,0.1637,-1.7556,0.6721,325000
f,76,77,computer engineering,68,Kerala,2010,465,325,295,0.276047228,345,-1,-1,-1,-1,-1,-1,1.592,0.9688,1.2525,-0.4078,0.8183,320000
m,60,55,electronics and communication engineering,52,Karnataka,2014,360,470,440,0.053160305,-1,196,-1,-1,-1,-1,-1,-0.3027,-0.6201,-0.4511,-0.4879,-1.0524,150000
m,75,67,computer science & engineering,68,Delhi,2013,440,410,370,0.622642916,425,-1,407,-1,-1,-1,-1,-0.3027,-0.2871,-1.0659,1.794,-0.8608,240000
f,86.7,89,computer engineering,72,Andhra Pradesh,2012,675,475,565,0.450876584,395,-1,-1,-1,-1,-1,-1,-0.2628,0.6178,-0.3803,1.70743,0.3444,300000
m,86.13,82.5,computer engineering,67.38,Karnataka,2012,625,545,535,0.842248322,575,-1,469,-1,-1,-1,-1,-3.1994,-1.8393,-1.9405,1.3549,-1.2354,395000
f,87.6,80,electronics and communication engineering,76,Punjab,2013,870,535,680,0.994342113,485,-1,-1,-1,-1,526,-1,-1.7389,0.0459,-0.6048,1.9207,0.6721,440000
m,60.46,55.5,computer science & engineering,59.07,Maharashtra,2013,510,505,375,0.080055281,395,-1,253,-1,-1,-1,-1,-0.7335,-1.6191,0.3174,0.3995,-0.6692,180000
m,50.5,55,information technology,64.5,Uttar Pradesh,2013,475,435,440,0.622642916,295,-1,407,-1,-1,-1,-1,0.7027,0.0459,0.3174,0.2727,0.2889,235000
f,85.76,83.83,computer science & engineering,78.15,Karnataka,2014,520,630,560,0.974396113,615,-1,-1,-1,-1,-1,-1,-1.5953,-1.4859,-1.7086,-0.4879,-1.9234,315000
f,62.13,43.12,computer application,68,Maharashtra,2011,375,355,465,0.413838256,385,-1,-1,-1,-1,-1,-1,-0.7264,-1.0593,0.5269,-0.0552,-0.2875,160000
m,71.28,68.66,information technology,72,Haryana,2014,450,375,355,0.670743151,455,-1,-1,-1,-1,-1,-1,0.4155,-0.1206,-0.6048,-0.7415,0.4805,90000
m,68.66,61.8,computer science & engineering,65.72,Uttar Pradesh,2013,430,350,450,0.486747008,455,-1,376,-1,-1,-1,-1,0.1282,1.0449,0.6248,1.794,1.247,120000
f,67,63.33,electronics and communication engineering,65.18,Uttar Pradesh,2014,420,470,440,0.493596387,315,324,-1,-1,-1,356,-1,0.2718,1.0449,0.7785,-1.2486,-0.4776,185000
m,74.8,68,information technology,69,Sikkim,2014,570,395,475,0.356536488,475,-1,346,-1,-1,-1,-1,-0.0154,0.8784,-0.7585,0.3995,-0.4776,345000
m,65,66,information technology,60.23,Karnataka,2011,505,435,445,0.525922584,415,-1,-1,-1,-1,-1,-1,-0.881,-0.1232,1.8331,1.0024,0.3444,360000
m,49,75,information technology,65,Uttar Pradesh,2011,525,455,425,0.525922584,415,-1,-1,-1,-1,-1,-1,1.2828,0.8128,0.672,-1.7004,-0.2875,120000
m,83.2,80,electronics and communication engineering,73.2,Delhi,2011,464,555,625,0.960603252,445,466,-1,-1,-1,473,-1,0.8192,0.1888,-0.6343,-0.0552,0.8183,400000
m,60,62,information technology,70,Uttar Pradesh,2012,335,405,435,0.735795709,475,-1,-1,-1,-1,-1,-1,-0.5719,0.0328,-0.344,-1.8179,-0.1295,200000
m,78,72,information technology,64,Uttarakhand,2014,595,530,525,0.486747008,445,-1,376,-1,-1,-1,-1,1.4208,1.2114,0.3174,-0.995,1.4386,225000
